"loan_id","is_first_loan","fully_repaid_previous_loans","currently_repaying_other_loans","total_credit_card_limit","avg_percentage_credit_card_limit_used_last_year","saving_amount","checking_amount","is_employed","yearly_salary","age","dependent_number"
339942,0,1,1,6000,0.9,620,914,0,0,52,1
528275,1,NA,NA,0,NA,413,2575,0,0,41,8
617172,0,1,1,6900,0.67,1740,4015,1,18600,37,5
295284,1,NA,NA,6700,0.44,349,558,1,47400,47,5
718249,0,1,1,3400,0.97,1013,3310,0,0,32,2
487383,1,NA,NA,3900,0.91,481,3110,1,31300,38,5
821439,0,1,0,5900,0.78,4545,2800,1,59700,36,2
774598,0,0,0,5300,0.45,1677,4354,1,46400,48,2
823777,0,1,0,4600,0.7,814,3994,1,25200,34,3
358277,1,NA,NA,6100,0.48,3166,4877,1,8300,38,3
413093,0,1,0,6000,0.48,4113,4245,1,32000,35,2
634937,0,1,0,5800,0.39,4760,8343,1,32300,58,4
841257,1,NA,NA,4800,0.83,599,1944,0,0,40,2
300262,1,NA,NA,0,NA,907,1395,0,0,43,3
272048,1,NA,NA,2100,0.63,625,5386,1,33400,54,3
904805,0,1,0,2200,0.6,5063,2678,1,38100,41,1
424377,0,1,0,6100,0.32,2308,5556,0,0,35,2
715585,0,1,0,6400,0.81,1342,3682,1,45400,31,1
878463,0,1,1,6400,0.68,4559,1883,1,10800,43,1
502132,1,NA,NA,3100,0.87,1688,1510,0,0,45,2
120140,1,NA,NA,4500,0.66,441,7545,1,25400,19,2
136512,1,NA,NA,4600,0.66,1193,3107,0,0,52,8
670324,1,NA,NA,0,NA,493,1627,0,0,37,5
817528,1,NA,NA,6400,0.71,2229,4132,1,9700,25,1
819686,0,1,1,5500,0.84,3581,3663,1,39800,46,4
321781,1,NA,NA,4300,0.68,3641,2409,1,30200,26,5
205972,1,NA,NA,8100,0.79,1087,4714,0,0,26,1
93412,1,NA,NA,4100,0.67,1294,900,1,47400,55,4
498941,1,NA,NA,3800,0.93,981,2625,0,0,25,2
77574,0,1,0,8200,0.31,1968,2917,1,50200,30,5
26361,1,NA,NA,2800,0.53,1894,5466,1,35700,31,8
93120,1,NA,NA,0,NA,1282,7093,1,55100,42,4
170209,1,NA,NA,5900,0.66,26,3837,1,41800,56,6
76306,0,1,0,2800,0.95,825,2386,1,21800,18,1
678724,1,NA,NA,6000,0.9,676,2499,0,0,24,8
493864,1,NA,NA,4600,0.83,2072,480,1,57600,57,2
402966,1,NA,NA,2500,0.82,880,5245,1,27800,39,5
239662,0,1,0,3100,0.68,723,7027,1,38500,24,1
384299,1,NA,NA,3200,0.8,389,4932,0,0,42,1
993479,0,1,0,2400,0.66,767,1821,1,50600,36,6
138983,1,NA,NA,3400,0.68,204,2352,0,0,51,8
853035,1,NA,NA,5800,0.6,1587,8329,1,44300,41,2
270380,1,NA,NA,5500,0.38,1884,2655,0,0,45,2
668908,0,1,0,1700,0.53,901,283,0,0,45,2
667419,0,1,0,3900,1,1844,6977,1,45500,29,0
426973,1,NA,NA,3100,0.83,563,857,1,18100,35,6
502538,1,NA,NA,6900,0.49,2976,4621,1,13300,22,8
952519,1,NA,NA,4900,0.54,1155,5104,1,44300,46,8
237187,0,1,0,4000,0.67,4863,2554,1,41800,50,3
540346,1,NA,NA,6400,0.92,1641,683,1,13000,33,8
740771,0,0,0,3600,0.73,1723,2515,1,21200,64,3
69832,1,NA,NA,6700,0.68,2684,881,1,38100,39,3
377504,0,1,1,4100,0.98,1440,2404,0,0,28,1
844351,1,NA,NA,3400,0.59,1583,3048,0,0,18,4
169082,1,NA,NA,6600,0.86,421,9209,1,40500,41,3
113344,1,NA,NA,1700,0.73,1995,1291,1,8300,21,3
253991,0,1,0,3300,0.82,1094,7314,1,66600,57,2
6763,1,NA,NA,5300,0.66,1514,3106,1,28200,42,1
250213,0,1,0,4000,0.88,3451,2625,1,25300,28,4
912307,1,NA,NA,5500,0.75,3373,7240,1,25600,61,8
30616,0,1,1,4600,0.96,991,2267,0,0,30,8
561951,0,0,0,4700,1.02,2702,2200,1,58600,56,3
244474,1,NA,NA,2700,0.77,1491,3813,1,19100,54,8
830309,0,0,0,0,NA,66,3063,0,0,51,1
407638,1,NA,NA,4300,0.97,1767,904,0,0,28,4
830118,0,1,0,0,NA,3728,4663,1,59700,67,6
8093,0,0,0,4600,0.54,1752,761,1,30300,39,1
722992,0,1,1,4600,0.71,1258,2335,1,19300,48,3
979603,0,1,0,2100,0.79,449,1324,0,0,21,4
412903,1,NA,NA,4600,0.66,5223,3227,1,60800,51,4
787287,0,1,0,4600,1.02,4076,3962,1,23100,28,1
547673,0,1,1,5300,0.9,620,886,0,0,35,1
173300,0,1,0,4500,1,46,2136,1,25900,41,3
467660,1,NA,NA,2100,0.65,1166,2974,1,16000,65,5
964119,1,NA,NA,7200,0.67,657,1565,0,0,45,4
735782,1,NA,NA,6600,0.9,618,5746,1,23500,19,2
147119,0,1,0,6400,0.21,6417,5464,1,36800,65,3
703907,1,NA,NA,1800,0.6,1598,3855,1,31100,35,2
82087,0,1,1,1200,0.97,641,1343,0,0,41,4
406324,1,NA,NA,5000,0.66,3516,1083,1,20200,31,1
109631,0,1,1,1300,0.88,799,1209,1,16400,38,2
559703,1,NA,NA,4100,0.71,3414,6142,1,48600,50,2
506194,0,1,0,500,1.03,1645,4536,1,16700,52,8
768629,0,0,0,4400,0.78,1360,2199,1,14900,46,3
902634,1,NA,NA,3000,0.7,892,2398,0,0,37,3
136134,0,1,1,0,NA,1076,2702,1,14000,35,7
257691,0,1,1,5500,0.67,1168,1799,1,17100,36,3
938081,0,1,0,5200,0.94,4590,7014,0,0,41,2
659610,1,NA,NA,4400,0.57,2967,3644,1,32800,21,5
31150,1,NA,NA,4100,1.04,774,2911,0,0,57,2
36348,0,1,1,4300,1.08,1412,359,0,0,40,8
585961,1,NA,NA,4500,0.6,2086,1659,1,26500,78,1
92842,1,NA,NA,4000,0.96,847,1004,1,15600,29,3
54706,1,NA,NA,2400,0.62,478,2951,0,0,32,0
134152,0,1,0,2900,0.9,1463,337,0,0,48,5
239370,1,NA,NA,3500,0.86,1256,1486,0,0,62,5
528214,1,NA,NA,4700,1.01,1121,6326,1,28500,37,7
702399,1,NA,NA,3800,0.65,7482,3050,1,26400,52,0
178730,1,NA,NA,2800,0.76,1987,4489,0,0,42,2
502731,0,1,1,2500,0.53,1461,1584,1,11800,22,4
115332,1,NA,NA,3000,0.86,1599,686,0,0,26,8
339303,0,1,1,3500,1.05,1693,3256,0,0,41,4
898849,0,1,0,3700,0.86,2196,2485,1,40100,46,1
906389,0,1,1,4400,0.92,1487,3075,0,0,37,3
418907,1,NA,NA,7500,0.37,3474,6520,1,20500,32,8
43020,0,0,0,5600,0.88,466,11013,1,15700,34,0
950840,1,NA,NA,0,NA,1478,2059,0,0,37,4
80448,0,1,0,7400,0.71,644,12,1,26800,47,6
269224,1,NA,NA,3600,0.6,679,859,1,28000,48,1
94456,0,1,0,7200,0.83,3042,6755,0,0,33,1
366174,0,1,1,3600,0.96,1163,1267,1,22200,44,5
16973,0,1,0,4800,0.96,514,1543,1,40400,39,4
276510,0,1,0,7600,0.51,601,2235,1,27100,45,2
817924,1,NA,NA,3700,0.48,960,2555,0,0,44,2
554356,0,0,0,2700,0.46,340,2380,1,8300,52,8
113065,1,NA,NA,3700,0.77,1098,1510,1,21800,61,8
209860,1,NA,NA,3500,0.61,628,2131,0,0,40,4
759014,0,1,1,6300,0.65,5669,6596,1,39900,52,1
387220,1,NA,NA,2500,0.96,1389,2815,1,25000,49,5
353325,1,NA,NA,4900,0.68,596,3969,1,17300,18,3
966698,1,NA,NA,0,NA,508,307,0,0,45,1
566295,1,NA,NA,3500,0.6,2646,7803,0,0,52,8
934246,0,1,1,5300,0.47,45,3584,1,20900,64,8
801226,1,NA,NA,2700,0.62,207,2479,1,21400,31,2
944549,1,NA,NA,3900,0.16,3278,5195,1,13800,30,3
139022,0,1,0,3800,0.52,5852,2663,0,0,37,1
989782,1,NA,NA,2700,0.55,3856,3343,1,50400,34,2
410844,1,NA,NA,5100,0.94,1182,2093,0,0,42,1
376741,1,NA,NA,1300,0.75,1074,1828,0,0,57,2
742979,0,1,0,7900,0.74,521,5212,1,58700,37,1
685855,1,NA,NA,6300,0.54,976,4571,1,67200,47,4
845522,0,1,0,2800,0.67,1169,3147,0,0,52,5
662441,0,1,0,4100,0.65,2681,3038,1,76300,39,1
843153,1,NA,NA,2400,0.42,501,2209,0,0,32,4
787914,0,1,0,0,NA,1086,2875,1,25000,49,0
154966,1,NA,NA,2300,0.67,1687,4301,1,31400,35,5
315476,0,1,0,7100,0.75,3173,5024,0,0,22,2
411256,0,1,0,4700,0.6,1656,2093,1,29700,47,2
724587,0,0,0,2300,0.51,1635,2752,1,9900,43,7
72800,0,1,0,7500,0.56,1029,2447,1,22800,37,8
813386,1,NA,NA,2300,0.78,1000,6014,1,49300,33,3
369660,1,NA,NA,2800,0.72,4291,3599,1,32800,64,4
952464,1,NA,NA,5200,0.53,1863,2635,1,34300,62,0
579858,1,NA,NA,1800,1.01,719,2570,0,0,58,7
745568,1,NA,NA,6900,0.63,251,5838,1,29600,43,6
646180,1,NA,NA,1400,0.45,606,7006,1,26200,39,5
353629,0,1,1,1400,0.55,3884,4493,1,64300,23,1
437857,0,1,0,2300,0.78,1135,1147,0,0,74,5
139929,0,1,1,2200,1.02,345,2342,1,30500,62,3
252449,1,NA,NA,4100,0.88,5503,4976,1,64600,28,8
734126,1,NA,NA,1600,0.69,1839,1643,1,22500,28,4
368637,0,1,1,3200,0.85,1429,2763,0,0,29,6
263033,0,1,0,4200,0.55,1070,2038,1,15600,22,5
641523,1,NA,NA,5200,0.75,1082,2664,1,31300,37,1
844143,0,0,0,3700,0.84,2914,5232,1,40200,40,7
854868,1,NA,NA,3500,1.06,866,2953,1,42200,63,1
564192,1,NA,NA,0,NA,1496,2041,0,0,54,8
640026,1,NA,NA,6000,1.05,1770,4881,1,49400,71,7
784001,0,1,1,2600,0.54,968,2228,1,7600,50,6
598919,0,1,0,2400,0.89,5444,7545,1,44800,40,3
624171,0,1,1,3500,0.68,1082,1605,1,31800,37,4
806298,1,NA,NA,4800,0.95,2278,1584,0,0,59,4
528273,0,1,0,3400,0.81,673,3726,1,28100,46,1
588166,1,NA,NA,2700,0.55,1751,1917,1,51700,61,6
185070,0,0,0,6200,0.91,4768,4105,1,37700,55,8
29432,1,NA,NA,3200,0.92,2116,6570,1,26800,57,2
779598,0,1,1,3100,0.74,817,1576,0,0,39,2
56075,0,1,1,2700,0.53,1526,1962,1,21100,51,4
14067,1,NA,NA,7800,0.42,567,4178,1,44200,39,4
361889,1,NA,NA,2100,0.73,1099,2127,1,11500,33,2
146223,1,NA,NA,5800,0.63,4622,8363,1,16000,48,6
931981,1,NA,NA,0,NA,1756,1643,1,14400,27,2
528936,1,NA,NA,5300,0.82,3778,2748,1,19400,21,7
674888,1,NA,NA,2000,0.95,775,424,1,22000,62,8
277976,1,NA,NA,2700,0.86,716,1539,1,37400,43,3
366846,1,NA,NA,3500,0.76,1295,2201,1,15200,47,8
189315,0,1,1,5900,0.87,1568,1961,1,28700,27,2
112762,1,NA,NA,3600,0.77,1188,3331,1,53900,30,2
99214,0,1,0,5900,0.92,994,1578,1,19100,40,7
714779,0,1,1,3000,0.77,678,1391,1,11700,28,8
741359,1,NA,NA,3000,0.6,3272,4679,1,28300,32,1
287672,0,1,0,3600,0.79,1069,2205,0,0,73,2
321452,1,NA,NA,4200,0.92,1548,2459,0,0,36,4
294684,0,1,1,600,0.66,1425,3482,0,0,33,5
8873,0,1,1,5500,0.52,896,3082,1,31000,43,7
300601,1,NA,NA,2200,0.53,528,3402,1,29000,58,7
509488,1,NA,NA,4900,0.43,1026,2913,0,0,39,6
828115,0,0,1,3300,0.63,1278,4698,1,53200,50,2
461795,1,NA,NA,3600,0.89,1437,1517,1,46400,49,5
342625,1,NA,NA,4600,0.69,1038,3256,0,0,73,2
218420,0,1,0,6200,0.99,1005,2410,0,0,43,4
554589,0,1,1,3600,0.75,113,3892,1,23200,67,4
484821,0,1,0,5900,0.63,1720,1062,1,25900,20,8
638994,1,NA,NA,0,NA,886,273,0,0,64,1
586645,0,1,0,2500,0.87,1432,2180,1,13000,61,8
348255,1,NA,NA,2800,0.67,959,2339,1,9500,61,3
225714,1,NA,NA,0,NA,1030,2693,0,0,32,3
226548,0,1,0,7000,0.69,3520,3294,0,0,18,1
339245,0,1,1,5000,0.65,1515,840,1,29300,29,2
388899,1,NA,NA,2200,0.66,656,893,0,0,33,5
945470,1,NA,NA,2300,0.51,709,2003,1,1800,26,8
116435,1,NA,NA,2900,0.64,1418,2943,0,0,34,6
836439,1,NA,NA,3500,0.96,1125,3106,1,13000,25,8
541129,0,1,0,3500,0.61,244,3882,1,29300,55,2
716266,1,NA,NA,0,NA,126,2583,0,0,54,2
304087,1,NA,NA,3400,0.78,3409,4463,1,33900,45,1
163022,0,1,0,3200,0.82,1402,3338,1,41900,33,1
379505,0,1,0,2700,0.52,1086,2719,0,0,31,3
493957,1,NA,NA,3400,0.78,726,3932,1,28400,58,3
117854,1,NA,NA,4100,0.25,3406,706,1,25000,23,0
681078,1,NA,NA,6300,1.04,236,5521,0,0,49,1
453304,1,NA,NA,4800,0.72,1456,752,1,52500,22,8
332085,1,NA,NA,2500,0.95,1037,1344,1,30100,23,3
581746,1,NA,NA,3000,0.95,726,1841,1,44200,61,2
626100,0,1,0,5700,0.66,1164,2604,0,0,52,5
443478,1,NA,NA,2200,0.66,2836,2504,1,20500,55,8
450844,1,NA,NA,3100,0.98,4236,5360,0,0,58,0
20979,0,1,1,4500,0.56,1359,1276,1,30500,50,0
128757,0,1,0,4000,0.44,4837,3665,0,0,44,2
444294,1,NA,NA,6300,0.6,2358,4128,1,38400,30,7
103364,1,NA,NA,9900,0.69,737,7151,1,33400,38,3
167303,1,NA,NA,5800,0.78,2825,1243,1,16700,48,7
569795,1,NA,NA,6000,0.61,1572,4945,0,0,38,5
255357,0,1,0,6700,1.04,32,3215,1,41600,39,1
190528,1,NA,NA,7500,0.88,4003,756,1,30100,49,1
392654,0,1,0,2400,0.79,1416,3892,1,46000,57,4
97996,0,1,0,2300,0.71,1541,706,1,30600,52,3
780910,0,1,0,4000,0.72,2392,7301,1,38900,48,8
874819,0,1,0,7000,0.65,2952,4820,1,17900,44,1
345355,0,1,0,4300,0.83,610,1442,0,0,19,2
774890,0,1,1,3200,0.8,1081,3131,0,0,46,1
930776,0,1,0,4100,0.71,1552,1063,1,51300,59,2
26286,1,NA,NA,5600,0.78,1476,4349,1,32800,54,3
543659,1,NA,NA,0,NA,1501,373,1,25800,60,3
998357,1,NA,NA,2800,0.96,1282,2941,1,22800,50,7
804453,0,1,0,0,NA,802,3336,1,14200,32,4
228153,0,1,1,3500,0.69,381,117,0,0,46,1
560916,1,NA,NA,5700,0.97,937,542,0,0,38,2
934414,0,1,0,3100,1,559,1713,0,0,38,8
541615,0,1,0,4300,0.59,6305,6932,1,51700,35,7
219808,1,NA,NA,1700,0.97,1026,1720,0,0,26,4
611154,1,NA,NA,0,NA,101,1263,1,18600,42,1
320954,1,NA,NA,2500,0.57,1781,422,1,45600,24,2
925146,1,NA,NA,5000,0.87,2964,1793,1,20700,29,1
919,0,1,1,4500,0.58,785,1017,1,19200,41,2
735712,1,NA,NA,0,NA,957,2896,1,27900,37,2
411086,0,1,1,4700,0.87,927,2536,0,0,32,8
251805,1,NA,NA,3100,0.96,1024,3690,0,0,42,2
464732,0,1,0,6100,1.01,499,2894,1,31300,32,2
173711,0,1,0,3800,0.61,2869,4113,0,0,47,1
909177,1,NA,NA,0,NA,854,1974,1,43100,57,1
975088,1,NA,NA,6200,0.83,1134,2045,0,0,32,1
232429,1,NA,NA,5300,0.68,849,1321,0,0,30,8
932058,1,NA,NA,0,NA,524,1373,0,0,53,2
199955,0,1,0,2700,0.75,180,6149,1,38500,31,3
911487,1,NA,NA,600,0.59,885,2070,1,41000,54,4
947125,0,1,0,6500,1.04,4449,6075,1,25300,37,3
81395,0,1,0,6500,0.51,2595,3072,1,18000,62,8
749944,1,NA,NA,5000,0.79,1056,3636,1,6200,64,3
638487,1,NA,NA,2600,0.55,399,607,0,0,33,2
603264,0,1,0,5000,0.99,1825,2426,0,0,47,2
116309,1,NA,NA,8300,0.67,2342,7299,1,36600,37,5
610816,0,1,0,3700,0.76,2578,2471,1,42700,18,3
290641,0,1,1,3400,0.65,387,1842,1,31500,40,1
285134,0,1,1,3400,0.97,1126,4621,1,46700,54,7
177637,1,NA,NA,5200,0.63,2929,7840,0,0,39,1
376887,1,NA,NA,0,NA,496,5266,1,29700,35,8
65600,1,NA,NA,7300,0.53,1299,3629,0,0,45,8
908364,1,NA,NA,3800,0.88,210,1688,1,62700,24,2
422181,0,1,1,6700,0.61,2201,4727,0,0,46,8
744080,1,NA,NA,2700,0.91,881,2592,1,45900,48,3
974705,1,NA,NA,3900,0.85,4900,5706,1,43900,22,3
766856,0,1,0,6400,0.73,5243,6834,1,20200,25,6
277780,1,NA,NA,3900,0.57,1587,2714,0,0,38,3
8413,0,1,1,4600,0.62,1476,1266,1,28300,51,7
35759,1,NA,NA,6400,0.8,3647,7768,1,25200,40,4
137097,1,NA,NA,5300,0.68,2089,3435,1,25400,42,2
658830,1,NA,NA,1300,0.72,580,2194,1,25900,32,2
513775,1,NA,NA,5100,1.04,946,1992,0,0,37,1
350442,1,NA,NA,4500,0.67,1052,954,1,20300,36,5
792138,1,NA,NA,1600,0.85,1483,1793,1,38700,34,1
419997,1,NA,NA,0,NA,1104,1622,0,0,49,1
35088,1,NA,NA,5900,0.64,1169,3449,1,29500,61,1
478335,1,NA,NA,5200,1.05,393,3381,1,33600,38,3
360857,0,1,0,3500,0.74,5098,4397,0,0,44,2
564237,0,1,0,3500,0.41,1774,1674,0,0,48,5
131234,0,0,0,5600,0.92,1662,7022,1,47400,22,2
381717,1,NA,NA,4600,0.68,383,2196,0,0,42,3
801242,0,0,0,2600,0.57,693,3453,0,0,20,3
224924,1,NA,NA,4700,0.69,3385,6161,1,32800,28,5
949910,1,NA,NA,3200,0.74,771,1916,1,40900,71,2
100280,1,NA,NA,2400,0.98,1022,526,0,0,35,2
294458,1,NA,NA,3500,0.65,136,2618,0,0,41,8
863946,0,1,0,3400,0.51,3802,4566,0,0,31,2
701532,0,1,0,3500,0.57,5819,2130,1,21100,33,2
879464,0,1,1,3100,0.47,1654,6597,1,34000,63,4
714191,1,NA,NA,3900,0.66,821,1425,1,34400,28,4
60062,0,1,0,5400,0.57,2646,5901,0,0,55,8
706044,1,NA,NA,7000,0.66,2914,4331,1,13900,23,3
535217,0,1,0,6100,0.45,6024,5402,1,30300,19,2
157152,0,1,0,6300,0.72,4601,4204,1,51000,26,1
122215,1,NA,NA,5800,0.91,1951,3289,0,0,40,2
209149,0,1,0,2800,0.93,1056,2008,0,0,57,5
899584,0,1,0,4200,0.72,3148,2773,1,38400,45,0
845370,1,NA,NA,3300,0.51,1164,1323,1,32500,36,3
572412,1,NA,NA,5600,0.79,3347,7253,1,49200,20,5
978341,1,NA,NA,5500,0.59,988,4744,1,41100,55,1
112823,0,0,0,2200,0.9,2253,2671,1,21500,48,8
64660,0,1,0,5700,0.79,1533,2214,1,30300,35,6
418694,1,NA,NA,2900,0.5,367,12103,1,51500,42,3
145676,1,NA,NA,3800,0.56,1883,1179,1,18000,47,4
345565,0,1,0,5300,0.61,3608,10596,1,14300,30,2
282618,1,NA,NA,5000,0.93,2963,5227,1,45900,43,1
767326,1,NA,NA,5500,0.69,1499,743,1,29900,76,3
521832,1,NA,NA,5100,0.59,3031,5722,1,31300,27,4
805845,0,1,0,1800,0.85,1164,3157,0,0,51,7
502241,1,NA,NA,0,NA,1331,1272,0,0,55,3
763768,1,NA,NA,4400,0.89,417,1240,0,0,32,8
787950,0,1,0,4700,0.88,2160,2666,1,23900,60,1
590988,0,0,0,4200,0.65,1287,4172,1,17900,40,2
431094,0,1,0,4600,0.56,1201,2443,1,50600,33,5
264159,1,NA,NA,4800,0.7,3733,8661,1,28000,57,8
329629,1,NA,NA,4800,0.33,1022,11183,1,39600,43,2
933404,0,1,1,6500,0.64,790,2093,1,66300,70,1
99472,0,1,0,7100,0.67,2756,1904,1,28900,21,3
454008,1,NA,NA,3500,0.38,2918,2518,1,43000,50,2
595067,0,1,0,4600,0.4,5830,5146,1,57100,22,1
971223,1,NA,NA,8100,1.04,682,915,1,79200,59,8
758620,0,1,1,5600,0.87,1286,2096,0,0,40,3
723885,0,1,0,9300,0.72,1425,4425,1,18500,25,4
515203,1,NA,NA,3500,0.96,1151,6947,1,34800,26,2
432408,0,1,0,2400,0.55,618,4517,1,31000,37,3
315031,0,0,0,4300,0.9,2506,3228,0,0,35,0
955058,0,0,0,3600,0.7,925,1593,0,0,61,8
33674,1,NA,NA,3600,0.62,1577,8367,1,44000,34,6
875773,0,1,1,2400,1.03,1795,5752,1,23700,63,3
845565,1,NA,NA,6400,0.56,277,5571,1,27500,38,2
557021,1,NA,NA,4800,0.63,1177,2858,1,9500,41,2
854988,0,1,1,2900,0.67,1247,489,0,0,60,6
117507,1,NA,NA,2400,0.99,1491,1931,0,0,55,1
730373,0,1,1,5200,0.44,2126,7204,1,44200,27,8
773986,1,NA,NA,5500,0.5,1295,1344,0,0,42,3
653615,1,NA,NA,5100,0.93,1393,5262,0,0,52,8
4222,0,0,1,1600,0.87,1140,864,0,0,54,1
962243,1,NA,NA,5100,0.59,1170,5984,1,24000,52,2
499564,0,1,1,0,NA,1062,3006,0,0,34,2
761841,1,NA,NA,4200,1.04,1084,2807,1,18500,32,8
376684,1,NA,NA,4200,0.43,3393,1691,1,33900,50,2
487059,0,1,0,6000,0.75,4946,2180,1,54900,25,7
101338,1,NA,NA,6300,0.76,1319,1412,0,0,53,8
454451,1,NA,NA,5000,0.7,158,4214,1,9200,24,5
20450,1,NA,NA,5900,0.89,941,1608,1,25500,24,5
992676,1,NA,NA,5500,0.59,3248,6303,1,9300,26,1
405121,1,NA,NA,5600,0.63,3469,3062,1,48200,53,1
770802,1,NA,NA,4400,0.64,729,3581,0,0,51,1
324073,0,1,0,8100,0.61,2271,5289,1,27000,35,0
522914,0,1,0,1900,0.63,4140,4669,1,55400,49,8
663590,0,0,0,9600,0.64,287,4610,1,48000,51,2
192614,1,NA,NA,4900,1.08,4613,7004,1,4400,36,1
334517,0,1,0,4700,0.69,319,1578,1,41600,40,1
321365,1,NA,NA,4900,0.62,2078,6521,1,33500,40,3
22875,0,1,0,2400,0.94,1504,4404,1,29200,22,4
978453,0,1,1,5300,0.77,2539,4941,1,17300,21,3
321397,1,NA,NA,6000,0.48,667,1940,0,0,33,2
757699,1,NA,NA,3000,0.36,4181,1919,1,39500,37,6
268425,0,1,0,5200,0.92,1140,4275,1,76000,49,8
922660,0,1,0,5300,0.94,1676,2737,0,0,34,7
190853,1,NA,NA,2500,0.78,334,1376,0,0,34,1
213478,0,1,1,4900,0.8,1232,2430,0,0,29,4
118641,1,NA,NA,7200,0.72,898,4550,1,8100,57,1
145145,0,1,0,2600,0.52,1094,4696,1,29700,36,8
19627,0,0,0,2600,0.61,532,1269,1,10000,28,8
830101,1,NA,NA,4400,0.62,5565,4679,1,18100,48,4
361989,1,NA,NA,1700,0.85,3697,5840,1,50600,62,2
15812,1,NA,NA,6000,0.59,3424,5303,1,25000,37,8
720460,0,1,0,2200,0.77,743,2491,0,0,33,1
658163,1,NA,NA,3800,0.95,2549,3122,1,33000,35,1
60615,1,NA,NA,4900,0.91,6675,6567,1,37700,50,8
648948,1,NA,NA,3700,0.48,2165,2655,1,25700,23,1
900966,1,NA,NA,4500,0.66,943,1594,0,0,39,3
38691,0,1,0,3100,0.79,3118,2960,1,50100,47,3
628362,1,NA,NA,6300,0.68,4559,1205,1,22300,73,8
221612,1,NA,NA,0,NA,2113,2043,0,0,35,1
30724,0,1,1,2800,0.69,475,1720,0,0,39,8
668501,1,NA,NA,2400,0.61,933,1572,0,0,56,6
64581,0,1,1,2500,0.61,1501,1011,0,0,37,8
534827,0,1,1,0,NA,1416,2336,1,35600,32,5
496875,0,0,0,7200,0.86,4627,9680,1,70800,41,1
436269,0,1,1,1900,0.79,913,3757,1,30000,29,8
850404,1,NA,NA,9400,0.37,5231,907,1,28800,24,1
25509,0,1,0,2000,0.82,786,152,1,40400,27,8
635429,0,1,1,5300,0.82,939,1773,1,18700,36,3
154944,1,NA,NA,1500,0.69,949,1903,1,4200,64,2
382911,1,NA,NA,6300,0.71,1017,761,1,41900,33,6
750538,1,NA,NA,7200,0.64,1230,1465,0,0,41,3
931603,1,NA,NA,5700,0.52,2117,4050,0,0,28,1
319427,0,1,0,5200,1.04,2507,1795,0,0,35,8
721389,1,NA,NA,3600,0.74,1144,1881,1,43200,28,8
341054,1,NA,NA,3900,0.54,71,2426,1,41900,28,1
452585,1,NA,NA,4200,0.87,1064,602,0,0,47,0
998855,1,NA,NA,4300,0.9,1937,6620,1,35900,34,3
282933,1,NA,NA,5000,0.84,2733,5860,1,41300,33,3
46899,1,NA,NA,5400,0.62,6050,4174,1,47900,65,1
475753,0,1,1,4500,0.67,1375,1183,1,22100,72,8
931773,0,1,0,0,NA,4983,5329,1,25300,36,1
389824,0,1,0,3500,0.98,738,4933,1,54800,32,4
799110,0,1,1,7000,0.83,483,1768,1,27400,34,8
843524,0,1,0,4600,0.98,519,3160,1,32100,57,8
769953,1,NA,NA,3400,0.71,28,3391,0,0,57,3
883563,1,NA,NA,7000,0.36,2390,3419,0,0,57,8
128325,0,1,0,5200,0.54,1442,6257,0,0,76,3
64819,1,NA,NA,2700,0.85,1868,3065,0,0,34,5
555126,1,NA,NA,5800,0.64,5441,3257,1,31900,50,1
699214,1,NA,NA,7300,0.78,182,1686,1,33100,69,5
159778,1,NA,NA,8200,0.51,6467,1635,1,27500,66,4
530102,1,NA,NA,8400,0.86,2840,5554,0,0,42,1
460577,1,NA,NA,4400,0.72,2028,3508,1,39400,20,2
659645,0,0,0,800,0.53,1096,1725,0,0,35,6
135140,1,NA,NA,3500,0.67,529,1879,0,0,28,7
328081,1,NA,NA,1500,0.91,803,2043,1,27300,42,8
63629,1,NA,NA,4200,0.48,2642,1041,0,0,23,1
385827,0,1,1,2900,0.75,1189,1335,1,37100,28,8
186459,0,1,0,3600,0.33,5733,2865,1,30000,33,3
121862,1,NA,NA,2400,0.8,428,5635,1,38200,44,1
842908,1,NA,NA,6300,0.49,5147,6292,1,18800,57,8
440355,0,1,1,2600,0.88,514,2651,1,11100,37,1
18830,0,1,1,2600,0.48,1817,2470,0,0,55,2
856091,0,1,1,0,NA,459,3859,0,0,41,2
140597,1,NA,NA,7400,1.02,1325,5892,1,20100,61,4
379229,0,1,1,3900,0.68,894,2387,0,0,76,1
930563,1,NA,NA,4700,1,266,2647,0,0,37,8
934222,0,0,0,2800,0.83,895,1349,1,28200,29,1
597627,1,NA,NA,5200,0.93,1000,7019,1,41400,36,1
149167,1,NA,NA,7900,0.39,1444,440,1,56800,42,2
51445,1,NA,NA,2800,0.8,1324,2862,1,45900,46,0
355925,0,1,1,4800,0.73,889,735,1,26600,53,3
292473,1,NA,NA,7100,0.47,477,1847,0,0,42,4
768125,1,NA,NA,7600,0.97,6467,6168,1,23000,35,1
296485,0,0,1,2100,0.99,1071,1736,1,9200,26,3
451500,1,NA,NA,2100,0.68,1743,2434,0,0,44,2
511830,1,NA,NA,5900,0.89,4812,2244,0,0,29,3
753125,1,NA,NA,2300,0.75,810,3205,1,23100,23,3
306314,0,1,1,0,NA,1301,1357,0,0,43,1
460575,0,1,0,3000,0.51,158,1032,1,14200,34,1
395537,1,NA,NA,600,0.84,854,1443,1,5100,40,8
